acc,loss,val_acc,val_loss
0.6426666378974915,0.6251558065414429,0.8723404407501221,0.5358801484107971
0.7333333492279053,0.5931699275970459,0.8723404407501221,0.46851110458374023
0.8106666803359985,0.5569568872451782,0.8723404407501221,0.4391787052154541
0.8146666884422302,0.5305889248847961,0.8723404407501221,0.4002552032470703
0.8106666803359985,0.4968339502811432,0.8723404407501221,0.3795034885406494
0.8146666884422302,0.49297603964805603,0.8723404407501221,0.3843294084072113
0.8333333134651184,0.47181859612464905,0.8723404407501221,0.3704898953437805
0.8266666531562805,0.48586344718933105,0.8723404407501221,0.3802542984485626
0.8173333406448364,0.46177205443382263,0.8723404407501221,0.37675315141677856
0.8306666612625122,0.44626981019973755,0.8723404407501221,0.36549025774002075
0.8333333134651184,0.4536888897418976,0.8723404407501221,0.3766949474811554
0.8346666693687439,0.44091174006462097,0.8723404407501221,0.3758588433265686
0.8386666774749756,0.4415074586868286,0.8723404407501221,0.37452080845832825
0.8373333215713501,0.4298846125602722,0.8723404407501221,0.378200501203537
0.8453333377838135,0.4332246482372284,0.8723404407501221,0.379271000623703
0.8333333134651184,0.4284192621707916,0.8723404407501221,0.37935346364974976
0.8413333296775818,0.42324405908584595,0.8723404407501221,0.3760298192501068
0.8519999980926514,0.4178237020969391,0.8723404407501221,0.3771611452102661
0.8493333458900452,0.41707485914230347,0.8723404407501221,0.3802226185798645
0.8320000171661377,0.43394941091537476,0.8723404407501221,0.37961345911026
0.8479999899864197,0.41588667035102844,0.8723404407501221,0.380866140127182
0.846666693687439,0.4155539572238922,0.8723404407501221,0.3802044689655304
0.846666693687439,0.4014628231525421,0.8723404407501221,0.3802817761898041
0.846666693687439,0.4137623608112335,0.8723404407501221,0.38703006505966187
0.8399999737739563,0.4238094389438629,0.8723404407501221,0.38186076283454895
0.8479999899864197,0.39105716347694397,0.8723404407501221,0.38136470317840576
0.8479999899864197,0.400034099817276,0.8723404407501221,0.38132140040397644
0.8493333458900452,0.41742753982543945,0.8723404407501221,0.3822891414165497
0.8479999899864197,0.39351871609687805,0.8723404407501221,0.3821205496788025
0.8453333377838135,0.4165474772453308,0.8723404407501221,0.3847789764404297
0.8453333377838135,0.40196919441223145,0.8723404407501221,0.38242775201797485
0.8519999980926514,0.3904746472835541,0.8723404407501221,0.3878055810928345
0.8493333458900452,0.401317298412323,0.8723404407501221,0.3826791048049927
0.846666693687439,0.3910571336746216,0.8723404407501221,0.38308286666870117
0.8453333377838135,0.40009790658950806,0.8723404407501221,0.38949403166770935
0.8546666502952576,0.38916850090026855,0.8723404407501221,0.38208258152008057
0.8546666502952576,0.3828355669975281,0.8723404407501221,0.38136473298072815
